Date,NSE Adj Close,Dow Jones Adj Close,Norm GDP,Brent Crude Price,CPI,IIP,Central Bank Rates,USD INR Rate
2004-01-01,1912.20,10453.919921875,99.5738336089419,30.9818181818182,41.7899528106981,51.6593498245525,6.0,45.55
2004-02-01,1809.70,10488.0703125,99.6155075593862,30.795,41.7899528106981,50.8563831496343,6.0,45.32
2004-03-01,1852.70,10678.1396484375,99.6505556736799,33.424347826087,41.7899528106981,51.5186134237392,6.0,45.32
2004-04-01,1819.60,10373.330078125,99.6820446740088,33.3577272727273,41.7899528106981,54.0119185655452,6.0,43.4
2004-05-01,1796.10,10225.5703125,99.7117635673616,37.5890476190476,42.1216191028499,53.6093286033894,6.0,44.52
2004-06-01,1507.90,10202.650390625,99.7405704421463,35.4377272727273,42.4532853950016,53.7300986596739,6.0,45.43
2004-07-01,1537.20,10334.16015625,99.7687159870684,38.2268181818182,42.8678682602104,55.4479279771216,6.0,45.88
2004-08-01,1632.30,10139.7099609375,99.7962193527384,42.2240909090909,43.2824511253809,55.7995793255822,6.0,46.4
2004-09-01,1635.40,10168.4599609375,99.8232152369789,43.3159090909091,43.365367698438,56.7222932202352,6.0,46.34
2004-10-01,1775.10,10192.650390625,99.8502728035166,49.7361904761905,43.6141174175327,56.8651225787041,6.0,45.85
2004-11-01,1797.70,10054.3896484375,99.8782551348143,43.7486363636364,43.5312008445139,56.8460792519067,6.0,45.33
2004-12-01,1962.00,10590.2197265625,99.9081539526333,39.965652173913,43.1995345523621,57.2419471867554,6.0,44.3
2005-01-01,2080.50,10783.009765625,99.9408963325175,44.1747619047619,43.6141174175327,57.1615336587643,6.0,43.27
2005-02-01,2059.80,10551.9404296875,99.9769604081733,45.721,43.5312008445139,57.8821385676405,6.0,43.66
2005-03-01,2084.40,10830.0,100.015956593047,53.2291304347826,43.5312008445139,58.8616060014321,6.0,43.58
2005-04-01,2067.60,10404.2998046875,100.056172317747,52.6042857142857,43.8628671366274,56.3618721036571,6.0,43.62
2005-05-01,1902.50,10192.509765625,100.095626979105,49.2854545454545,43.6970339905515,56.6971069251636,6.0,43.48
2005-06-01,2087.50,10549.8701171875,100.133082607278,54.8390909090909,43.8628671366274,57.686861606645,6.0,43.71
2005-07-01,2211.90,10303.4404296875,100.169020613632,57.6257142857143,44.6091162939879,56.5887738158148,6.0,43.45
2005-08-01,2318.00,10623.150390625,100.20479458416,63.9504347826087,44.7749494400638,58.0691749233111,6.0,43.37
2005-09-01,2405.70,10459.6298828125,100.241775178317,63.2613636363636,44.9407825861396,57.7789316872272,6.0,43.94
2005-10-01,2601.40,10568.7001953125,100.28048189978,58.9085714285714,45.4382820243672,59.0066676471356,6.0,43.94
2005-11-01,2386.70,10406.76953125,100.320935831136,55.4495454545455,45.8528648895378,58.1719943704729,6.0,45.02
2005-12-01,2698.90,10912.5703125,100.362979507681,57.1568181818182,45.6041151704048,60.2630268169676,6.0,45.97
2006-01-01,2836.50,10717.5,100.406564880476,63.3118181818182,45.521198597386,61.2522756922916,6.0,44.95
2006-02-01,2971.50,10953.9501953125,100.452054084344,60.8055,45.521198597386,61.5549832690078,6.0,44.13
2006-03-01,3123.10,11053.5302734375,100.500490836929,62.7469565217391,45.521198597386,62.7261728070781,6.0,44.35
2006-04-01,3402.50,11109.3203125,100.553841985057,70.34,45.9037296780363,62.039105340767,6.0,44.48
2006-05-01,3557.60,11343.2900390625,100.61411966003,70.51,46.2862607586866,62.7889946922818,6.0,44.77
2006-06-01,2962.20,11260.2802734375,100.68247054681,69.2327272727273,47.0513229199872,62.897123421711,6.0,46.19
2006-07-01,3128.20,11150.2197265625,100.758221601839,74.0409523809524,47.4338540006376,64.9978254255717,6.0,45.87
2006-08-01,3147.80,11125.73046875,100.839912213065,73.5004347826087,47.4338540006376,63.9127435140475,6.0,46.51
2006-09-01,3435.40,11464.150390625,100.92626125929,62.5271428571429,47.8163850812879,65.5337895925834,6.0,46.38
2006-10-01,3588.40,11679.0703125,101.017078946514,58.7581818181818,48.5814472425885,64.4233636832417,6.0,45.95
2006-11-01,3767.00,12031.01953125,101.112521479594,59.2227272727273,48.5814472425885,70.065362593496,6.0,44.79
2006-12-01,3997.60,12194.1298828125,101.212313850511,62.2604761904762,48.5814472425885,68.8468862322248,6.0,44.5
2007-01-01,3966.40,12463.150390625,101.314939469758,54.5030434782609,48.5814472425885,69.8091067298885,6.0,44.11
2007-02-01,4137.20,12673.6796875,101.418007396878,57.9695,48.9639783232388,70.2072235243747,6.0,44.01
2007-03-01,3811.20,12234.33984375,101.518588094043,62.3572727272727,48.5814472425885,71.706610686592,6.0,44.11
2007-04-01,3821.50,12354.349609375,101.613530431022,67.6904761904762,48.9639783232388,72.5837596000347,6.0,43.1
2007-05-01,4087.90,13136.1396484375,101.699559220958,67.7178260869565,49.3465094038891,74.7020691448143,6.0,41.0
2007-06-01,4297.00,13668.1103515625,101.773386229169,70.6190476190476,49.7290404845394,75.1570108653433,6.0,40.27
2007-07-01,4318.30,13408.6201171875,101.831850466876,76.1331818181818,50.49410264584,75.2671523523544,6.0,40.58
2007-08-01,4345.80,13362.3701171875,101.871375609535,71.3130434782609,50.8766337264903,75.4908544031742,6.0,40.25
2007-09-01,4464.00,13357.740234375,101.887495607769,76.772,50.8766337264903,74.4225009572738,6.0,40.63
2007-10-01,5068.90,14087.5498046875,101.874469279522,82.5073913043478,51.2591648071406,76.6976983092255,6.0,39.7
2007-11-01,5866.40,13567.8701171875,101.826775766902,92.7313636363636,51.2591648071406,77.30313534486,6.0,39.22
2007-12-01,5762.70,13371.7197265625,101.740715121403,91.5195238095238,51.2591648071406,78.4024051793753,6.0,39.52
2008-01-01,6144.30,13264.8203125,101.615413682311,92.0917391304348,51.2591648071406,79.2810438870462,6.0,39.41
2008-02-01,5317.20,12743.1904296875,101.452464187889,94.722380952381,51.6416958877909,79.2710125028936,6.0,39.12
2008-03-01,5223.50,12266.3896484375,101.255032156519,103.161904761905,52.4067580490915,80.1599729877355,6.0,39.96
2008-04-01,4739.50,12654.3603515625,101.027142848501,110.033181818182,52.7892891297418,79.951998458553,6.0,39.88
2008-05-01,5165.90,13010.0,100.773619970614,123.862272727273,53.1718202103921,80.1862923332719,6.0,40.58
2008-06-01,4870.10,12638.3203125,100.500168907405,132.760476190476,53.5543512910424,81.2729307168448,6.0,42.15
2008-07-01,3896.70,11382.259765625,100.213581270624,133.585217391304,54.7019445329933,79.2073038238764,6.0,43.23
2008-08-01,4413.50,11326.3203125,99.9218594491451,113.800476190476,55.4670066942939,80.1309649176726,6.0,42.26
2008-09-01,4348.60,11543.9599609375,99.634410612697,98.7554545454546,55.8495377749442,82.1551814362811,6.0,43.25
2008-10-01,3950.70,10831.0703125,99.3622767826799,71.9634782608696,56.6145999362448,79.6767479021745,6.0,46.47
2008-11-01,2885.60,9325.009765625,99.1175799744548,52.7135,56.6145999362448,78.960450805198,6.0,49.4
2008-12-01,2682.90,8149.08984375,98.912943189513,40.5117391304348,56.2320688555945,76.8918097933278,6.0,49.94
2009-01-01,3033.40,8776.3896484375,98.7608329215976,43.1745454545455,56.6145999362448,75.3752340529104,6.0,48.58
2009-02-01,2874.80,8000.85986328125,98.6706780026111,42.9105,56.6145999362448,76.2432549269574,6.0,48.83
2009-03-01,2763.60,7062.93017578125,98.6457662157388,46.5827272727273,56.6145999362448,75.6901222955016,6.0,50.88
2009-04-01,3060.30,7761.60009765625,98.681024044625,50.5190909090909,57.3796620975454,78.0591446485815,6.0,50.48
2009-05-01,3473.90,8212.41015625,98.7660004742223,57.5014285714286,57.7621931781957,78.9752525546878,6.0,49.65
2009-06-01,4529.90,8721.4404296875,98.888621884723,68.58,58.5272553394963,79.5884708180406,6.0,46.78
2009-07-01,4340.90,8504.0595703125,99.0386243221066,64.9043478260869,61.2049729040484,80.4557943633915,6.0,47.75
2009-08-01,4636.40,9171.6103515625,99.2076942007376,72.5919047619048,61.9700350653491,84.5227888112284,6.0,47.91
2009-09-01,4625.30,9310.599609375,99.3894899302499,67.5131818181818,62.3525661459994,83.5883181505394,6.0,49.05
2009-10-01,5083.40,9509.2802734375,99.5795744136361,72.9686363636364,63.1176283073,81.6359263957888,6.0,47.72
2009-11-01,4711.70,9712.73046875,99.774894129762,76.9366666666667,64.2652215492509,84.0625737017372,6.0,46.9
2009-12-01,5122.00,10471.580078125,99.97320626362,74.7895652173913,64.6477526299012,84.2723899473897,6.0,46.21
2010-01-01,5201.00,10428.0498046875,100.17246482046,76.6023809523809,65.7953458718521,85.8033376221315,6.0,46.4
2010-02-01,4899.70,10185.5302734375,100.370729994702,73.903,65.0302837105515,86.7053979574142,6.0,46.27
2010-03-01,4922.30,10403.7900390625,100.566055692472,79.5191304347826,65.0302837105515,86.6474961300041,6.0,46.01
2010-04-01,5290.50,10927.0703125,100.756364497859,85.1563636363636,65.0302837105515,88.0297645078333,6.0,44.79
2010-05-01,5278.00,11008.6103515625,100.93917734537,76.1323809523809,65.7953458718521,85.5833966010406,6.0,44.2
2010-06-01,4970.20,10024.01953125,101.11135102038,75.2463636363636,66.5604080331527,85.4738308626566,6.0,47.08
2010-07-01,5251.40,9732.5302734375,101.268836817569,75.195,68.0905323557539,88.688855501593,6.0,46.59
2010-08-01,5367.60,10465.9404296875,101.40714062194,76.8918181818182,68.0905323557539,88.0330603878818,6.0,46.35
2010-09-01,5471.80,10269.4697265625,101.521838676934,77.9381818181818,68.4730634364042,88.798967044432,6.0,46.74
2010-10-01,6143.40,10829.6796875,101.609168761226,83.3385714285714,69.2381255977048,91.138984463301,6.0,44.41
2010-11-01,6117.50,11124.6201171875,101.666113680405,85.8009090909091,69.6206566783551,89.5366893654474,6.0,44.36
2010-12-01,5960.90,11255.7802734375,101.690598281891,91.96,70.768249920306,91.170192049828,6.0,45.29
2011-01-01,6134.50,11577.509765625,101.681812082315,96.952380952381,71.9158431622569,92.2394738048199,6.0,44.8
2011-02-01,5417.20,12040.16015625,101.640185395529,104.2385,70.768249920306,92.4269762015787,6.0,45.65
2011-03-01,5522.30,12058.01953125,101.567506260499,114.917391304348,70.768249920306,94.7048311088613,6.0,44.82
2011-04-01,5826.00,12376.7197265625,101.467175315561,123.325714285714,71.1507810009563,92.8456550751789,6.0,44.44
2011-05-01,5749.50,12810.5400390625,101.343949866166,114.929545454545,71.5333120816066,90.5041170222102,6.0,44.24
2011-06-01,5592.00,12290.1396484375,101.203813584143,114.370454545455,72.2983742429072,93.747110230205,6.0,44.84
2011-07-01,5627.20,12582.76953125,101.053952745148,117.483333333333,73.8284985655084,92.0894445211711,6.0,44.62
2011-08-01,5516.80,12132.490234375,100.901508640683,110.354782608696,74.2110296461587,90.6495530362082,6.0,44.06
2011-09-01,5001.00,11493.5703125,100.752403000788,111.962727272727,75.3586228881097,91.040168980345,6.0,45.66
2011-10-01,4943.20,10913.3798828125,100.610202859812,110.429523809524,75.74115396876,86.5427415584572,6.0,49.05
2011-11-01,5257.90,11657.9599609375,100.476754985126,111.158636363636,76.1236850494102,95.1327491797344,6.0,49.26
2011-12-01,4936.80,12020.0302734375,100.352775832154,108.347727272727,75.3586228881097,93.9241667688587,6.0,51.36
2012-01-01,4624.30,12217.5595703125,100.238388138745,111.415,75.74115396876,92.9523010138535,6.0,53.01
2012-02-01,5235.70,12716.4599609375,100.133363842315,119.165714285714,76.1236850494102,93.0620398108124,7.75,49.2738
2012-03-01,5339.70,12980.2998046875,100.037316290957,124.703181818182,76.8887472107109,92.267273213705,9.5,49.14
2012-04-01,5295.50,13212.0400390625,99.9498432863518,120.47,78.4188715333121,90.6053371925546,9.25,50.89
2012-05-01,5248.10,13279.3203125,99.8704050315009,110.822173913043,78.8014026139624,92.7492845128044,9.0,52.5
2012-06-01,4841.60,12118.5703125,99.7981601685077,95.8890476190476,79.566464775263,91.5513790478011,9.0,55.44
2012-07-01,5278.90,12880.08984375,99.731761885416,102.979545454545,81.0965890978642,90.9650944440213,9.0,55.57
2012-08-01,5240.50,12976.1298828125,99.6698088922928,113.780434782609,81.8616512591648,91.2133108405126,9.0,55.47
2012-09-01,5258.50,13090.83984375,99.6112556269256,113.6415,82.2441823398151,89.8410329699008,9.0,55.52
2012-10-01,5718.80,13515.1103515625,99.5557886620005,111.792608695652,83.0092445011157,92.141838772635,9.0,52.46
2012-11-01,5645.00,13232.6201171875,99.503562978972,109.911818181818,83.391775581766,91.1292764221201,9.0,53.76
2012-12-01,5879.80,13025.580078125,99.4549195347719,109.569047619048,83.7743066624163,91.3725755633338,9.0,54.26
2013-01-01,5950.80,13104.1396484375,99.4100828752851,112.527826086957,84.5393688237169,91.3661838149512,9.0,54.86
2013-02-01,5998.90,14009.7900390625,99.3692882034395,116.488,85.3044309850175,91.1511413137781,8.75,53.16
2013-03-01,5719.70,14089.66015625,99.3328791651397,109.585714285714,85.6869620656678,92.9025301755438,8.65,54.9
2013-04-01,5704.40,14572.849609375,99.3013752879291,102.96,86.4520242269684,93.641285697355,8.5,54.28
2013-05-01,5930.20,14700.9501953125,99.2753277952538,102.980434782609,87.217086388269,93.184517264713,8.25,53.65
2013-06-01,5985.90,15115.5703125,99.2551432219472,103.3585,88.36467963022,90.8433807882094,8.25,56.5
2013-07-01,5898.80,14974.9599609375,99.2408719110777,107.779565217391,89.8948039528212,93.6638250707315,9.25,59.38
2013-08-01,5727.80,15628.01953125,99.2321883658777,111.058181818182,90.6598661141218,95.0380760792319,10.25,60.45
2013-09-01,5471.80,14810.3095703125,99.2283311386737,111.962857142857,91.0423971947721,95.5104857342393,9.875,65.71
2013-10-01,5780.00,15191.7001953125,99.2280037786679,109.618695652174,92.189990436723,93.9312925471392,9.125,62.46
2013-11-01,6307.20,15615.5498046875,99.2299010712912,108.150476190476,92.9550525980236,94.5027061580826,8.75,61.84
2013-12-01,6176.10,16086.41015625,99.2331982357745,111.070454545455,91.4249282754224,94.7414472111913,8.75,62.39
2014-01-01,6301.60,16576.66015625,99.2380097271701,107.926956521739,90.6598661141218,95.9662775912676,8.8,61.92
2014-02-01,6089.50,15698.849609375,99.2447698511859,108.838,91.0423971947721,96.0283343364552,9.0,62.63
2014-03-01,6276.90,16321.7099609375,99.2535978386417,107.868095238095,91.4249282754224,95.8738535372792,9.0,61.78
2014-04-01,6721.00,16532.609375,99.2636451551162,108.003636363636,92.5725215173733,97.412075523462,9.0,59.86
2014-05-01,6696.40,16558.869140625,99.2736344459524,109.832272727273,93.3375836786739,97.2834258255923,9.0,60.11
2014-06-01,7229.90,16717.169921875,99.2823716973166,112.240952380952,94.1026458399745,98.1739225936248,9.0,59.16
2014-07-01,7634.70,16956.0703125,99.2892381824142,107.462608695652,96.3978323238763,98.9735301992659,9.0,60.05
2014-08-01,7602.60,16493.369140625,99.2942318456061,102.401904761905,96.7803634045266,98.1353837822548,9.0,61.2
2014-09-01,8027.70,17098.44921875,99.2980029982,97.8527272727273,96.7803634045266,98.9557792848477,9.0,61.51
2014-10-01,7945.50,16804.7109375,99.3018847599568,87.5847826086957,96.7803634045266,94.4778470389987,9.0,61.71
2014-11-01,8322.20,17390.51953125,99.3076416209545,79.2295,96.7803634045266,101.362732786448,9.0,61.44
2014-12-01,8555.90,17776.80078125,99.3172079362517,62.9039130434783,96.7803634045266,98.6897803545089,9.0,61.94
2015-01-01,8284.00,17823.0703125,99.3324087757976,48.9331818181818,97.1628944851769,98.0930427176456,8.85,63.04
2015-02-01,8808.90,17164.94921875,99.3548382211977,58.254,96.7803634045266,98.865118941942,8.75,62.01
2015-03-01,8901.80,18132.69921875,99.3857012121613,56.5245454545454,97.1628944851769,98.1827275703204,8.5,61.67
2015-04-01,8586.20,17698.1796875,99.425611529466,59.8263636363636,97.9279566464775,98.1116962446169,8.5,62.14
2015-05-01,8181.50,18024.060546875,99.4748547153329,65.1938095238095,98.6930188077781,98.9139089579495,8.5,63.63
2015-06-01,8433.40,18040.369140625,99.5335943485698,62.62,99.840612049729,98.9851202647595,8.25,63.59
2015-07-01,8453.00,17757.91015625,99.6020215208663,56.8295652173913,100.60567421103,100.451508616089,8.25,63.55
2015-08-01,8532.80,17689.859375,99.6801814157393,47.5338095238095,100.98820529168,101.42921022741,8.25,63.87
2015-09-01,7785.80,16058.349609375,99.7677448235388,48.0304545454545,101.753267452981,100.793428957164,8.25,66.34
2015-10-01,7950.90,16272.009765625,99.8637243024565,48.9063636363636,102.900860694931,103.421754156784,7.75,65.57
2015-11-01,8065.80,17663.5390625,99.9663711391577,45.0952380952381,103.283391775582,101.627413943401,7.75,65.4
2015-12-01,7954.90,17888.349609375,100.073022381741,38.5252173913043,102.900860694931,102.134422186835,7.75,66.46
2016-01-01,7963.20,17425.029296875,100.179907192583,32.0452380952381,102.900860694931,102.458038265014,7.75,66.19
2016-02-01,7555.90,16449.1796875,100.282901605757,33.762380952381,102.135798533631,102.17791177754,7.75,67.92
2016-03-01,7222.30,16865.080078125,100.378269587518,39.7921739130435,102.518329614281,103.030521831866,7.75,67.75
2016-04-01,7713.00,17792.75,100.463410264853,43.3304761904762,103.665922856232,104.287762534356,7.15,66.34
2016-05-01,7849.80,17773.640625,100.536509703097,47.735,105.196047178833,105.64331246777,7.0,66.39
